Time,torget_pm10_nilu,torget_pm10_iot,torget_opctemp_iot,torget_opchum_iot,air_temperature,relative_humidity,precipitation,air_pressure,wind_speed,wind_direction
2022-03-11 13:00:00,30.72321,9.45,8.1,41,8.1,41,0,1006.4,3,62
2022-03-11 14:00:00,33.332234,8.79,9.8,32,9.8,32,0,1006.2,1.8,203
2022-03-11 15:00:00,34.746515,8.45,9.6,32,9.6,32,0,1006,2.4,162
2022-03-11 16:00:00,33.670304,8.67,9.2,34,9.2,34,0,1005.7,2.9,181
2022-03-11 17:00:00,30.910463,8.84,6.8,44,6.8,44,0,1005.5,2.2,87
2022-03-11 18:00:00,29.160564,8.55,6.2,44,6.2,44,0,1005.3,2.3,111
2022-03-11 19:00:00,43.097755,11.3,4.7,48,4.7,48,0,1005.3,2.4,89
2022-03-11 20:00:00,34.125139,11.2,4.3,47,4.3,47,0,1005,1.7,93
2022-03-11 21:00:00,41.11912,14.1,4.3,47,4.3,47,0,1004.8,1.5,123
2022-03-11 22:00:00,41.90642,12.8,3.9,46,3.9,46,0,1004.8,2.6,99
2022-03-11 23:00:00,32.477776,11.1,3.8,44,3.8,44,0,1004.5,1.2,166
2022-03-12 00:00:00,35.733527,11,1.7,50,1.7,50,0,1004.2,0.5,31
2022-03-12 01:00:00,34.850286,9.03,3.3,42,3.3,42,0,1004,0.9,228
2022-03-12 02:00:00,25.845793,7.98,0.7,52,0.7,52,0,1004.2,0.7,204
2022-03-12 03:00:00,18.936812,5.58,2.2,44,2.2,44,0,1003.5,1,107
2022-03-12 04:00:00,27.807459,5.23,1.4,43,1.4,43,0,1003.1,0.6,45
2022-03-12 05:00:00,19.981781,4.89,1.2,42,1.2,42,0,1003.2,1.1,247
2022-03-12 06:00:00,19.27617,4.93,1.4,41,1.4,41,0,1003,0.8,232
2022-03-12 07:00:00,12.05446,5.32,3.8,31,3.8,31,0,1003,1.8,188
2022-03-12 08:00:00,16.204187,4.94,3.7,31,3.7,31,0,1003,1.8,77
2022-03-12 09:00:00,23.049461,4.93,6.3,23,6.3,23,0,1002.9,6.6,180
2022-03-12 10:00:00,18.790324,5.27,7.1,23,7.1,23,0,1003.4,5.2,170
2022-03-12 11:00:00,27.279743,6.29,8.1,21,8.1,21,0,1003.3,2.9,183
2022-03-12 12:00:00,25.674555,6.19,8,24,8,24,0,1003,1.6,108
2022-03-12 13:00:00,30.027073,7.61,9.4,22,9.4,22,0,1002.9,2.9,189
2022-03-12 14:00:00,76.003916,7.29,10.1,22,10.1,22,0,1002.4,2.8,205
2022-03-12 15:00:00,32.752062,6.25,10.6,21,10.6,21,0,1002.2,2.4,200
2022-03-12 16:00:00,32.898316,6.47,11.3,21,11.3,21,0,1002.1,4,170
2022-03-12 17:00:00,35.112266,6.63,10.6,22,10.6,22,0,1002,5,168
2022-03-12 18:00:00,14.533151,7.33,9.4,23,9.4,23,0,1002.2,5,179
2022-03-12 19:00:00,23.746125,6.37,8.3,25,8.3,25,0,1001.8,5.6,167
2022-03-12 20:00:00,18.954211,6.67,7.8,26,7.8,26,0,1002.3,6.7,169
2022-03-12 21:00:00,27.558779,7.46,7.8,25,7.8,25,0,1002.3,6.2,174
2022-03-12 22:00:00,14.297319,6.13,7,27,7,27,0,1002.4,4.8,181
2022-03-12 23:00:00,19.720327,6.72,6.3,28,6.3,28,0,1002.4,4.3,186
2022-03-13 00:00:00,24.565195,6.8,5.8,29,5.8,29,0,1002.3,5.9,195
2022-03-13 01:00:00,14.408777,7.01,5.1,32,5.1,32,0,1003.3,6.9,214
2022-03-13 02:00:00,15.05741,7.57,4.9,35,4.9,35,0,1003.6,4.7,205
2022-03-13 03:00:00,16.936256,6.46,4.9,36,4.9,36,0,1003.5,6.3,187
2022-03-13 04:00:00,13.621158,7.21,4.5,39,4.5,39,0,1004.3,2.9,201
2022-03-13 05:00:00,14.956467,6.88,3.4,43,3.4,43,0,1004.5,0.9,309
2022-03-13 06:00:00,11.685838,6.34,1.8,51,1.8,51,0,1005.1,0.8,131
2022-03-13 07:00:00,18.573683,6.81,1.6,52,1.6,52,0,1005.3,1.3,137
2022-03-13 08:00:00,15.270235,7.62,0.8,57,0.8,57,0,1005.9,0.4,149
2022-03-13 09:00:00,21.345516,8.22,3.1,48,3.1,48,0,1006.3,0.6,156
2022-03-13 10:00:00,28.634351,7.37,4.7,47,4.7,47,0,1006.2,1.4,74
2022-03-13 11:00:00,23.921224,8.02,5.3,45,5.3,45,0,1006.2,1.9,76
2022-03-13 12:00:00,34.460831,8.29,6.5,44,6.5,44,0,1005.8,2,32
2022-03-13 13:00:00,22.874759,8.05,6.8,50,6.8,50,0,1005.4,0.6,303
2022-03-13 14:00:00,24.741614,9.43,8.7,42,8.7,42,0,1005,4.4,171
2022-03-13 15:00:00,20.65991,9.71,8.4,38,8.4,38,0,1004.6,4.3,182
2022-03-13 16:00:00,26.169364,9.83,8.4,34,8.4,34,0,1004.3,6,179
2022-03-13 17:00:00,23.87574,9.52,8.7,31,8.7,31,0,1004.2,4.8,175
2022-03-13 18:00:00,17.579304,9.51,8.1,30,8.1,30,0,1004.3,3.7,188
2022-03-13 19:00:00,18.338234,8.83,7.8,29,7.8,29,0,1004.4,3.1,194
2022-03-13 20:00:00,18.894703,8.13,7.6,29,7.6,29,0,1004.6,4.6,172
2022-03-13 21:00:00,23.539557,9.1,7.5,29,7.5,29,0,1004.8,3.8,195
2022-03-13 22:00:00,19.529706,7.22,7.6,28,7.6,28,0,1004.8,5.8,181
2022-03-13 23:00:00,19.445089,7.92,7.2,29,7.2,29,0,1005,7.6,176
2022-03-14 00:00:00,22.900283,7.97,7,29,7,29,0,1005.3,7.9,181
2022-03-14 01:00:00,12.195835,7.18,6.8,30,6.8,30,0,1005.6,5,199
2022-03-14 02:00:00,8.418561,7.07,6.4,31,6.4,31,0,1006.1,4,191
2022-03-14 03:00:00,19.770457,7.27,6.4,29,6.4,29,0,1006.3,2.8,181
2022-03-14 04:00:00,31.578585,7.31,5.5,32,5.5,32,0,1006.7,2.1,217
2022-03-14 05:00:00,31.754671,6.26,5.8,30,5.8,30,0,1006.5,2.1,164
2022-03-14 06:00:00,36.18328,8.34,5,32,5,32,0,1006.6,1,139
2022-03-14 07:00:00,81.204225,11.9,3.3,39,3.3,39,0,1006.1,1.8,98
2022-03-14 08:00:00,192.763958,17,3.2,41,3.2,41,0,1006.1,1,201
2022-03-14 09:00:00,221.133861,10.8,7.1,29,7.1,29,0,1005.8,2.5,203
2022-03-14 10:00:00,125.270789,9.19,7.1,34,7.1,34,0,1005.8,1,263
2022-03-14 11:00:00,33.928408,8.08,8.6,44,8.6,44,0,1005.8,1.2,288
2022-03-14 12:00:00,48.453968,6.78,9.9,29,9.9,29,0,1005.6,2,252
2022-03-14 13:00:00,37.514906,7.27,10.8,29,10.8,29,0,1005.8,0.6,313
2022-03-14 14:00:00,48.288164,6.33,10.3,27,10.3,27,0,1006.1,2.2,217
2022-03-14 15:00:00,40.439339,10.7,11.4,27,11.4,27,0,1006.3,0.5,289
2022-03-14 16:00:00,41.696861,7.54,11,27,11,27,0,1006.4,1.9,220
2022-03-14 17:00:00,62.749612,7.07,10.6,27,10.6,27,0,1006.6,2.2,186
2022-03-14 18:00:00,25.690924,11.7,7.2,40,7.2,40,0,1006.9,0.1,354
2022-03-14 19:00:00,48.355719,12.7,7.6,34,7.6,34,0,1006.5,2.1,187
2022-03-14 20:00:00,87.807258,10.7,6.4,37,6.4,37,0,1006.6,1.5,187
2022-03-14 21:00:00,59.230661,11.3,4.3,44,4.3,44,0,1006.8,1.1,72
2022-03-14 22:00:00,49.977354,13.4,2.4,51,2.4,51,0,1007.1,1.2,136
2022-03-14 23:00:00,65.581394,13.6,3.2,46,3.2,46,0,1007.2,0.4,212
2022-03-15 00:00:00,64.356324,12.5,3.4,42,3.4,42,0,1006.7,1.8,290
2022-03-15 01:00:00,42.866823,10.9,1.8,47,1.8,47,0,1006.4,0.4,26
2022-03-15 02:00:00,42.85965,8.69,1.5,51,1.5,51,0,1006.1,0.6,183
2022-03-15 03:00:00,20.013917,7.9,0.4,56,0.4,56,0,1005.7,0.3,339
2022-03-15 04:00:00,13.393374,8.17,0,57,0,57,0,1005.6,0.8,171
2022-03-15 05:00:00,14.360463,7.98,1.6,48,1.6,48,0,1005.7,1.4,161
2022-03-15 06:00:00,15.671544,8.23,0.7,53,0.7,53,0,1005.6,0.5,52
2022-03-15 07:00:00,22.611957,10,0.3,54,0.3,54,0,1005.3,0.5,165
2022-03-15 08:00:00,61.429508,12,0.6,60,0.6,60,0,1005.2,0.6,83
2022-03-15 09:00:00,90.987793,10.7,2.6,51,2.6,51,0,1005,0.7,210
2022-03-15 10:00:00,85.838181,9.23,3.6,57,3.6,57,0,1004.5,1.3,43
2022-03-15 11:00:00,58.79657,8.34,5.3,52,5.3,52,0,1003.7,2.2,28
2022-03-15 12:00:00,42.181902,7.84,5.3,47,5.3,47,0,1003.1,1.4,18
2022-03-15 13:00:00,41.612343,7.41,6.6,41,6.6,41,0,1002.4,1.7,14
