Time,torget_pm10_nilu,torget_pm10_iot,torget_opctemp_iot,torget_opchum_iot
2021-09-01 17:00:00,1.7,1.7654328090804,20,55
2021-09-01 18:00:00,1.3,6.15480644929977,20,55.2380952380952
2021-09-01 19:00:00,1.3,8.95221183413551,19.5714285714286,56
2021-09-01 20:00:00,1.8,2.51852675676346,19.05,56.2
2021-09-01 21:00:00,1.8,1.36672306202707,19.1904761904762,56
2021-09-01 22:00:00,1.3,1.0438161346884,19.3333333333333,56.4285714285714
2021-09-01 23:00:00,0.7,13.105147645587,19.8571428571429,57.3809523809524
2021-09-02 00:00:00,0.8,18.7235243797302,20,57.1
2021-09-02 01:00:00,3.9,12.3842392421904,20,55.8095238095238
2021-09-02 02:00:00,6.5,9.6948345048087,20,55
2021-09-02 03:00:00,6.9,8.62750244140625,20,54.2857142857143
2021-09-02 04:00:00,7.3,8.65258181095123,20,54.2
2021-09-02 05:00:00,9.6,3.04114931537991,20,54.6190476190476
2021-09-02 06:00:00,8.9,2.66316336677188,19.8571428571429,54.6190476190476
2021-09-02 07:00:00,4.5,1.74641504174187,20,53.3333333333333
2021-09-02 08:00:00,2.5,1.16682255268097,20,52.85
2021-09-02 09:00:00,1.8,1.5365378345762,20.1428571428571,52.1428571428571
2021-09-02 10:00:00,1.2,1.45603056322961,20.3333333333333,51.4285714285714
2021-09-02 11:00:00,1.2,1.61082911207562,21.1904761904762,49.4761904761905
2021-09-02 12:00:00,1.1,1.74474974473317,22.5238095238095,45.7142857142857
2021-09-02 13:00:00,1.2,1.55136197805405,22.8571428571429,44.3809523809524
2021-09-02 14:00:00,0.9,2.38296741843224,22,46.15
2021-09-02 15:00:00,2.5,3.90174497876848,22,45.0952380952381
2021-09-02 16:00:00,,5.42273012797038,22,44.5714285714286
2021-09-02 17:00:00,6.5,5.20741172063918,22,44
2021-09-02 18:00:00,9.2,5.5637118935585,21.6,44.4
2021-09-02 19:00:00,9.8,6.08553452718826,21,45.8095238095238
2021-09-02 20:00:00,10.6,5.03025167328971,20.2380952380952,47.7142857142857
2021-09-02 21:00:00,12.1,4.44203426724389,20,48.2857142857143
2021-09-02 22:00:00,8.4,4.54013383388519,20,49.6
2021-09-02 23:00:00,5.9,7.30355334281921,19.9047619047619,50.2857142857143
2021-09-03 00:00:00,5.9,4.54815560863132,18.4285714285714,52.6666666666667
2021-09-03 01:00:00,4.9,2.75568589993886,17.5238095238095,53.0952380952381
2021-09-03 02:00:00,1.5,2.43970837891102,17,54.65
2021-09-03 03:00:00,0.4,5.39546949522836,17,54.9047619047619
2021-09-03 04:00:00,0.6,7.33566860925584,17,54.8571428571429
2021-09-03 05:00:00,1.2,11.3681118374779,16.9047619047619,53.2380952380952
2021-09-03 06:00:00,2,9.68806343078613,16,53.4
2021-09-03 07:00:00,3.5,7.52818366459438,16.8095238095238,51.1428571428572
2021-09-03 08:00:00,3.6,4.85803873766036,18.6190476190476,44.6190476190476
2021-09-03 09:00:00,4,4.27442334379469,19.2380952380952,40.7619047619048
2021-09-03 10:00:00,4.9,3.08235441503071,19.5714285714286,40.9047619047619
2021-09-03 11:00:00,5.5,2.656526440382,20,39.5
2021-09-03 12:00:00,4.2,2.38810904253097,20.4761904761905,37.4761904761905
2021-09-03 13:00:00,4,3.48311765421005,20.2380952380952,37.6666666666667
2021-09-03 14:00:00,3.5,2.73580088501885,19.8095238095238,38
2021-09-03 15:00:00,3.8,1.91716449033646,20.1428571428571,37
2021-09-03 16:00:00,3.5,2.77114474177361,19.75,38.85
2021-09-03 17:00:00,3.2,4.01833147094363,19,40.8571428571429
2021-09-03 18:00:00,3.5,3.26450419993628,18.6666666666667,40.2857142857143
2021-09-03 19:00:00,5.1,3.296813419887,18,39.7142857142857
2021-09-03 20:00:00,4.6,3.59423732757568,17.2857142857143,43.0476190476191
2021-09-03 21:00:00,5.8,4.83249654769898,16,46.3
2021-09-03 22:00:00,7.1,4.83085871878124,17,46.1904761904762
2021-09-03 23:00:00,6.8,3.83344605990819,17,46
2021-09-04 00:00:00,7.2,4.29968126047225,17,46
2021-09-04 01:00:00,5.3,3.2131499350071,17,46.35
2021-09-04 02:00:00,3.7,3.60768739382426,16.8571428571429,47
2021-09-04 03:00:00,3,3.99412515049889,15.7619047619048,48.1904761904762
2021-09-04 04:00:00,3.2,4.11821227414267,14.3809523809524,50.2380952380952
2021-09-04 05:00:00,3.5,3.16229596734047,13.35,51.45
2021-09-04 06:00:00,3.6,2.90285843326932,13.952380952381,51.1904761904762
2021-09-04 07:00:00,2.6,2.08556418759482,17.1904761904762,44.4761904761905
2021-09-04 08:00:00,2.6,1.37209207103366,20.952380952381,37.5238095238095
2021-09-04 09:00:00,2.4,1.87831193776358,21.7619047619048,35
2021-09-04 10:00:00,2.6,2.96735146045685,19.25,39.8
