Time,elgeseter_pm25,elgeseter_pm10,torget_pm25,torget_pm10
2021-03-28 01:00:00,7.225381,11.36389,5.7,6.5
2021-03-28 02:00:00,,,,
2021-03-28 03:00:00,2.785511,5.25333,5.9,7.1
2021-03-28 04:00:00,5.370738,6.662744,5.4,5.9
2021-03-28 05:00:00,1.9720749999999998,2.7442200000000003,5.3,5.8
